,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Country,City,USD_price
3217,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2019,18.29,4.72,GRP,77,United Kingdom , Southampton,1249995.0
3219,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,20.73,5.27,GRP,57,Spain , Mallorca ,1450000.0
3220,Flybridge,MCY power boats,"Used boat,Diesel",2016,19.82,5.21,PVC,91,Spain ," PORTO PICCOLO, Espagne",1685400.0
3221,Hardtop,Pershing power boats,"Used boat,Diesel",2015,18.94,4.8,GRP,106,Malta , Malta,1685400.0
3222,Flybridge,Princess power boats,"Used boat,Diesel",2018,19.43,5.03,GRP,149,Croatia (Hrvatska) , Adria,1685400.0
3225,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,26.48,6.5,GRP,192,Croatia (Hrvatska) , Split,1669500.0
3226,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2020,17.2,4.85,GRP,63,Italy , Veneto ,1661696.28
3227,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,21.7,5.15,GRP,113,France , Golf Juan,1425000.0
3231,Motor Yacht,Fairline power boats,"Used boat,Diesel",2014,24.11,5.73,GRP,70,France , Beaulieu-sur-Mer,1643000.0
3232,Motor Yacht,MCY power boats,"Used boat,Diesel",2015,19.82,5.21,GRP,53,Croatia (Hrvatska) , Split,1643000.0
3233,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,25.6,6.13,GRP,100,France , Antibes,1961000.0
3234,Flybridge,Azimut power boats,"Used boat,Diesel",2012,23.7,5.82,GRP,46,Turkey , Southern Turkey,1961000.0
3235,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2020,17.2,4.85,GRP,174,Italy , Veneto ,1950154.08
3240,Flybridge,Princess power boats,"Used boat,Diesel",2012,22.0,5.0,PVC,62,Greece ," Athens, GrÃ¨ce",1908000.0
3242,Flybridge,Princess power boats,"Used boat,Diesel",2010,24.1,5.72,GRP,136,Spain , onbekend,1902700.0
3243,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,25.6,6.35,GRP,114,Spain , Murcia,1902700.0
3244,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,22.25,5.52,GRP,28,Australia , Perth,1634995.0
3249,Flybridge,Sunseeker power boats,"Used boat,Diesel",2014,22.99,5.73,GRP,142,Montenegro , Montenegro ,1995000.0
3250,Flybridge,Sunseeker power boats,"Used boat,Diesel",2014,23.16,5.52,GRP,61,Montenegro , Tivat,1995000.0
3251,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2019,19.03,5.15,PVC,83,France ," Cannes, France",2300200.0
3253,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,21.7,5.12,GRP,45,Spain , Poligono Industrial a Tomada,2279000.0
3255,Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,24.97,5.97,GRP,94,France , Cannes,1950000.0
3256,Flybridge,Sunseeker power boats,"Used boat,Diesel",2016,22.86,5.52,GRP,56,Spain , Alicante,1950000.0
3258,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,27.43,6.34,GRP,85,Turkey , Marmaris,2226000.0
3260,Flybridge,MCY power boats,"Used boat,Diesel",2011,23.05,5.65,PVC,45,Italy ," CALVIA, Italie",2226000.0
3261,Flybridge,Astondoa power boats,"Used boat,Diesel",2014,24.92,6.0,GRP,96,Spain , Alicante,2226000.0
3262,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2007,26.9,6.75,GRP,64,Italy , Mar Ligure,2226000.0
3266,Motor Yacht,Azimut power boats,"Used boat,Diesel",2012,26.8,6.57,GRP,127,Spain , Mallorca ,2809000.0
3267,Flybridge,Sunseeker power boats,"Used boat,Diesel",2017,23.1,5.73,GRP,251,Switzerland , Southcoast GB ,2395000.0
3270,Mega Yacht,Cantieri Schiavone power boats,"Used boat,Diesel",2020,23.4,6.5,Aluminium,375,Italy , Calabria ,2756000.0
3271,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,32.0,6.3,GRP,198,Croatia (Hrvatska) , Split,2650000.0
3273,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,29.42,7.06,GRP,134,Italy , Sardinien,2650000.0
3275,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2006,26.75,6.75,GRP,118,France , Port La Napoule,2650000.0
3277,Flybridge,Azimut power boats,"Used boat,Diesel",2007,31.39,6.64,GRP,70,Bulgaria , .,2650000.0
3281,Flybridge,Sunseeker power boats,"Used boat,Diesel",2019,23.62,5.97,GRP,87,Spain , Mallorca ,3250000.0
3288,Motor Yacht,Sossego power boats,"Used boat,Diesel",2015,22.0,5.8,Aluminium,71,Spain , Mallorca ,3604000.0
3289,Flybridge,Sunseeker power boats,"Used boat,Diesel",2011,27.13,6.4,GRP,66,Portugal , Vilamoura,3604000.0
3290,Motor Yacht,Sunseeker power boats,Used boat,2013,28.15,6.5,GRP,121,Spain , Alicante,3593400.0
3293,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,23.62,5.97,GRP,52,Greece , Athens,2995000.0
3295,Flybridge,Princess power boats,"Used boat,Diesel",2017,24.38,5.64,GRP,73,Croatia (Hrvatska) , INFO BOOTE RIEDL DUBROVNIK,3392000.0
3298,Mega Yacht,Ferretti power boats,Used boat,2013,29.7,7.08,GRP,106,Portugal , Vilamoura,5830000.0
3301,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2013,31.7,7.1,GRP,117,Spain , Mallorca ,5724000.0
3304,Motor Yacht,Princess power boats,"Used boat,Diesel",2018,26.9,6.3,GRP,695,Italy , Sardinien,4850000.0
3306,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,26.3,6.48,GRP,59,United Kingdom , Poole,4780000.0
3308,Mega Yacht,Benetti power boats,"Used boat,Diesel",1991,46.09,8.57,Steel,108,Italy , Genova,5294700.0
3317,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2019,35.36,7.35,GRP,317,Italy , San Remo,12614000.0
3320,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2015,40.23,7.83,GRP,178,France , Antibes,9995000.0
3321,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2018,35.2,7.35,GRP,225,Spain , Altea,11448000.0
3323,Mega Yacht,Baglietto power boats,"Used boat,Diesel",2010,41.7,8.0,Aluminium,267,Italy , La Spezia,10494000.0
3327,Mega Yacht,Benetti power boats,"Used boat,Diesel",2007,56.0,10.4,Steel,419,Greece , Athen,24910000.0
3340,Motor Yacht,Curvelle power boats,"Used boat,Diesel",2013,34.1,9.0,Carbon Fiber,133,Croatia (Hrvatska) , Dubrovnik,8851000.0
3342,Flybridge,Sunseeker power boats,"new boat on order,Diesel",2020,28.06,6.55,GRP,535,United Kingdom , Poole / GB ,7200085.0
3343,Flybridge,Princess power boats,"Used boat,Diesel",2018,30.21,7.04,GRP,603,Spain , Denia,6850000.0
3344,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2015,35.05,7.44,GRP,122,Australia , Brisbane City,7685000.0
3345,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,28.96,6.58,GRP,84,Spain , Torrevieja,6500000.0
3346,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2020,28.96,6.58,GRP,102,Malta , Portomaso,7526000.0
3347,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2020,28.96,6.58,GRP,90,United Kingdom , Southampton,6360000.0
3351,Motor Yacht,Princess power boats,"Used boat,Diesel",2018,30.56,6.92,GRP,206,Spain , Alicante,6250000.0
3354,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2014,34.53,7.41,GRP,180,France , St Raphael,5995000.0
3356,Mega Yacht,Princess power boats,"Used boat,Diesel",2018,30.57,6.95,GRP,103,Spain , Denia,5750000.0
3358,Flybridge,Sunseeker power boats,"new boat on order,Diesel",2019,26.3,6.47,GRP,209,United Kingdom , United Kingdom ,5635153.0
3362,Mega Yacht,Rodriguez Group (Italyachts) power boats,"Used boat,Diesel",2010,41.1,8.4,Aluminium,986,France , South France-Contact SCHMIDT YACHTING,6254000.0
3364,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2010,33.83,7.39,GRP,129,France , Antibes,5194000.0
3371,Mega Yacht,Perini Navi Spa power boats,"Used boat,Diesel",2000,49.8,11.41,Aluminium,203,Italy , Olbia,4876000.0
3375,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,29.8,6.9,GRP,163,Croatia (Hrvatska) , Split,4770000.0
3377,Motor Yacht,Benetti power boats,"Used boat,Diesel",2011,28.5,7.03,GRP,59,Turkey , Southern Turkey,4611000.0
3378,Motor Yacht,Pershing power boats,"Used boat,Diesel",2012,27.96,6.23,GRP,279,France , Six Four Les Plages,4558000.0
3379,Mega Yacht,Johnson power boats,"Used boat,Diesel",2013,32.92,7.2,GRP,118,Taiwan , Kaohsiung,4505000.0
3380,Flybridge,Sunseeker power boats,"Used boat,Diesel",2017,26.52,6.49,GRP,45,United Kingdom , Lymington,3850000.0
3381,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2016,26.21,6.13,GRP,71,France , Antibes,4452000.0
3382,Mega Yacht,Italcraft power boats,"Used boat,Diesel",2019,31.0,7.9,GRP,136,Italy , Mar Tirreno,4399000.0
3384,Flybridge,Sunseeker power boats,"Used boat,Diesel",2013,28.14,6.4,GRP,99,Croatia (Hrvatska) , Split,3650000.0
3386,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2019,23.62,5.97,GRP,114,Spain , Mallorca ,3595000.0
3388,Hardtop,ISA Yachts power boats,"Used boat,Diesel",2018,24.1,6.8,GRP,140,Italy , Liguria ,4081000.0
3396,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,26.24,6.13,GRP,204,Portugal , Vilamoura,3392000.0
3397,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,28.16,6.52,GRP,87,France , South of France,2895000.0
3398,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,23.62,5.97,GRP,26,United Kingdom , Poole,2785000.0
3399,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,23.62,5.97,GRP,38,United Kingdom , Poole,2785000.0
3403,Mega Yacht,Numarine power boats,"Used boat,Diesel",2015,31.08,7.1,GRP,99,Turkey , Mu?la,3169400.0
3414,Flybridge,Princess power boats,"Used boat,Diesel",2019,21.25,5.38,GRP,85,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,3074000.0
3415,Flybridge,Azimut power boats,"Used boat,Diesel",2017,22.05,5.6,GRP,77,United States , Florida,3072940.0
3420,Motor Yacht,Sunseeker power boats,"new boat on order,Diesel",2019,22.82,5.38,GRP,125,United Kingdom , United Kingdom ,2509220.0
3421,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,32.9,6.3,GRP,331,France , Cannes,2915000.0
3422,Flybridge,Azimut power boats,"Used boat,Diesel",2013,23.95,6.45,GRP,158,Italy , Lazio ,2862000.0
3423,Flybridge,Princess power boats,"Used boat,Diesel",2019,21.31,5.38,GRP,142,France , Nice,2420000.0
3424,Flybridge,Riva power boats,"Used boat,Diesel",2006,26.2,6.2,GRP,86,Spain , Valencia,2809000.0
3427,Mega Yacht,Leopard power boats,"Used boat,Diesel",2006,32.16,7.59,GRP,112,Italy , Olbia,2639400.0
3429,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2019,22.59,5.43,GRP,84,Spain , El Toro,2265000.0
3430,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2020,22.59,5.43,GRP,50,United Kingdom , Poole,2265000.0
3432,Hardtop,Pershing power boats,"Used boat,Diesel",2017,21.44,5.0,GRP,143,Spain , Costa Blanca ,2597000.0
3433,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,23.01,5.52,GRP,100,United Kingdom , Poole,2195000.0
3434,Mega Yacht,Greenline power boats,"new boat from stock,Diesel",2018,20.8,5.45,GRP,88,Slovenia , Begunje,2544000.0
3437,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,20.8,5.45,GRP,54,Denmark , ab vÃ¦rft,2460937.5000000005
3438,Motor Yacht,Sunreef power boats,"Used boat,Diesel",2012,21.3,7.5,GRP,95,Spain , Spanien,2491000.0
3439,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2019,22.59,5.43,GRP,43,United Kingdom , Poole,2105000.0
3440,Motor Yacht,Sunseeker power boats,"new boat from stock,Diesel",2019,22.59,5.43,GRP,33,United Kingdom , Southampton,2105000.0
3441,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2019,20.82,5.27,GRP,113,United Kingdom , Torquay,2099000.0
3442,Flybridge,Bering Yachts power boats,"Used boat,Diesel",2018,21.44,5.57,Steel,152,Turkey , Antalya,2438000.0
3446,Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,24.9,6.09,GRP,196,Switzerland , Frankreich ,2385000.0
3450,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,27.43,6.34,GRP,94,Italy , Capo Ferro,2332000.0
3452,Catamaran,Sunreef power boats,Used boat,2013,21.4,9.3,GRP,96,Croatia (Hrvatska) , Dalmatia (HR),2332000.0
3456,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,23.16,5.52,GRP,57,United Kingdom , Poole,1995000.0
3458,Flybridge,Baikal power boats,"new boat on order,Diesel",2020,23.2,6.4,Steel,227,Russian Federation , Russland,2120000.0
3463,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2002,33.48,7.1,GRP,252,France , CÃ´te d'Azur ,2114700.0
3465,Motor Yacht,Pershing power boats,"Used boat,Diesel",2015,20.8,5.0,GRP,157,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,2109400.0
3468,Motor Yacht,Riva power boats,"Used boat,Diesel",2009,26.03,6.16,GRP,130,France , Antibes,2098800.0
3471,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,27.89,6.34,GRP,172,Italy , Naples,2067000.0
3473,Flybridge,MCY power boats,"Used boat,Diesel",2015,21.3,5.45,PVC,65,Thailand ," Phuket, ThaÃ¯lande",2067000.0
3476,Flybridge,Prestige Yachts power boats,Used boat,2020,21.46,5.33,PVC,61,France ," CÃ´te Atlantique ""La Rochelle""",2061700.0
3478,Motor Yacht,Filippetti power boats,"Used boat,Diesel",2008,23.47,5.8,GRP,24,Germany , Nord,2014000.0
3482,Flybridge,Ses Yachts power boats,"Used boat,Diesel",2019,32.15,6.1,GRP,141,Turkey , Bodrum,2003400.0
3484,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,21.03,5.27,GRP,46,France , Beaulieu-sur-Mer,1695000.0
3489,Motor Yacht,MCY power boats,"Used boat,Diesel",2013,23.14,5.59,GRP,70,Spain , Mallorca ,1886800.0
3490,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,20.73,5.27,GRP,96,Spain , Port Adriano,1595000.0
3493,Mega Yacht,Riva power boats,"Used boat,Diesel",2009,26.01,6.15,GRP,226,Italy , Adriatic Sea (Fano),1855000.0
3495,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,21.45,5.3,PVC,77,France ," Cavalaire, Cavalaire",1855000.0
3497,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,26.25,6.35,GRP,67,France , Cannes,1855000.0
3498,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,18.95,4.99,GRP,87,Denmark , ab vÃ¦rft,1811250.0000000002
3499,Flybridge,Cranchi power boats,"new boat from stock,Diesel",2020,15.82,4.67,GRP,62,Italy ," Linz Marine Test Centre ""Italo Monzino""",1808351.52
3503,Flybridge,Grand Banks power boats,"Used boat,Diesel",2012,18.0,5.5,GRP,225,France , Bretagne ,1802000.0
3504,Motor Yacht,MCY power boats,"Used boat,Diesel",2011,23.05,5.65,GRP,126,Italy , Monfalcone,1802000.0
3505,Flybridge,Dominator power boats,"Used boat,Diesel",2009,23.95,6.05,GRP,99,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,1800940.0
3510,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,25.3,6.26,GRP,121,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,1791400.0
3519,Flybridge,MCY power boats,"Used boat,Diesel",2015,21.3,5.42,PVC,77,Italy ," La Spezia, Italie",1690700.0
3520,Flybridge,Princess power boats,"Used boat,Diesel",2008,25.91,6.27,GRP,114,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,1643000.0
3523,Mega Yacht,Mondo marine power boats,"Used boat,Diesel",1994,38.5,7.3,GRP,454,Spain , Mittelmeer,1590000.0
3525,Motor Yacht,Filippetti power boats,"Used boat,Diesel",2008,23.85,5.32,GRP,39,Germany , Nord Italien,1590000.0
3526,Motor Yacht,Overmarine power boats,Used boat,2008,25.07,5.9,GRP,65,Germany , Mittelmeer,1590000.0
3527,Flybridge,Princess power boats,"Used boat,Diesel",2019,17.6,4.88,GRP,151,Croatia (Hrvatska) , Adria,1590000.0
3531,Flybridge,Princess power boats,"Used boat,Diesel",2012,22.37,5.49,GRP,82,Greece , .,1590000.0
3533,Flybridge,MCY power boats,"Used boat,Diesel",2016,19.82,5.21,GRP,110,Italy , Genua,1588940.0
3534,Motor Yacht,Riva power boats,"Used boat,Diesel",2016,19.65,4.8,GRP,742,Spain , Mallorca ,1588940.0
3535,Trawler,Linssen power boats,"Used boat,Diesel",2014,16.8,4.88,Steel,419,Sweden , Ostsee ,1588940.0
3536,Motor Yacht,Riva power boats,"Used boat,Diesel",2008,23.16,5.73,GRP,116,Portugal , Vilamoura,1584700.0
3538,Flybridge,Azimut power boats,"Used boat,Diesel",2015,20.15,5.23,GRP,51,France , Francia Mediterraneo,1579400.0
3539,Flybridge,Sunseeker power boats,"Used boat,Diesel",2013,21.07,5.08,PVC,103,Spain , Mallorca ,1579400.0
3541,Motor Yacht,Posillipo power boats,"Used boat,Diesel",2017,21.34,5.9,GRP,54,Italy , Lazio ,1537000.0
3542,Center console boat,Riva power boats,Used boat,2009,20.55,5.45,GRP,142,Italy , Campania ,1537000.0
3547,Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,17.21,4.87,GRP,124,Switzerland , United Kingdom ,1301814.0
3549,Flybridge,Cranchi power boats,new boat from stock,2017,18.52,4.85,GRP,100,Netherlands , onbekend,1487174.7000000002
3552,Motor Yacht,Cranchi power boats,new boat from stock,2017,18.52,4.85,GRP,83,Netherlands , onbekend,1453827.1
3553,Flybridge,Sunseeker power boats,"Used boat,Diesel",2014,21.7,5.12,GRP,58,Spain , Menorca,1249000.0
3564,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2020,18.7,4.84,PVC,86,France ," CANET EN ROUSSILLON, CANET EN ROUSSILLON",1419340.0
3569,Motor Yacht,Hatteras power boats,"Used boat,Diesel",2004,21.43,5.49,GRP,27,Italy , Olbia,1378000.0
3571,Flybridge,Wim van der Valk power boats,Used boat,2009,24.5,6.2,Steel,118,Germany , a,1372700.0
3573,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,21.04,5.07,GRP,59,Croatia (Hrvatska) , Kroatien,1366340.0
3574,Sport Boat,Delta Powerboats power boats,"new boat from stock,Diesel",2020,18.4,4.6,Carbon Fiber,431,Switzerland , Lake Constance ,1362100.0
3575,Motor Yacht,BÃ©nÃ©teau power boats,"Display Model,Diesel",2019,18.35,4.93,GRP,104,Germany , Schleswig-Holstein ,1357330.0
3579,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,19.24,5.07,GRP,144,Croatia (Hrvatska) , INFO BOOTE RIEDL,1346200.0
3580,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.25,4.63,GRP,86,Spain , Alicante,1150000.0
3581,Flybridge,Cranchi power boats,new boat from stock,2018,17.2,4.85,GRP,71,Netherlands , onbekend,1306943.96
3584,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,16.15,4.61,GRP,62,France , La Napoule,1100000.0
3585,Trawler,Cranchi power boats,new boat from stock,2020,17.0,4.95,GRP,96,Netherlands , In verkoophaven,1276187.0
3587,Mega Yacht,Sanlorenzo power boats,"Used boat,Diesel",2007,23.99,6.3,GRP,76,Italy , Castellammare di Stabia,1272000.0
3588,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,19.2,5.12,GRP,54,Spain , Sant Feliu de GuÃ­xols,1272000.0
3592,Catamaran,Baikal power boats,"new boat on order,Diesel",2021,16.0,7.0,Steel,311,Russian Federation , Moaskau,1272000.0
3598,Trawler,Selene power boats,"Used boat,Diesel",2008,21.77,5.69,GRP,66,Slovenia , Greece,1261400.0
3600,Motor Yacht,Cranchi power boats,new boat from stock,2017,18.52,4.85,GRP,110,Netherlands , onbekend,1255665.4000000001
3601,Motor Yacht,Princess power boats,"Used boat,Diesel",2017,18.16,4.6,GRP,84,Italy , Nord Adria,1250800.0
3602,Motor Yacht,Sessa power boats,"Used boat,Diesel",2013,19.24,5.07,GRP,66,Italy , Tirreno Meer,1250800.0
3604,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2015,18.3,4.7,GRP,57,Spain , Santa Ponca,1245500.0
3606,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,19.51,5.08,GRP,27,Croatia (Hrvatska) , Split,1050000.0
3607,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,17.37,4.72,GRP,49,Spain , Moraira,1049000.0
3608,Hardtop,Sunseeker power boats,"Used boat,Diesel",2016,18.24,4.7,GRP,161,Switzerland , Spanien ,1049000.0
3612,Flybridge,BÃ©nÃ©teau power boats,Used boat,2019,18.35,4.88,PVC,68,Netherlands ," In verkoophaven, In verkoophaven",1219000.0
3613,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,19.33,5.4,GRP,66,Croatia (Hrvatska) , INFO DD-YACHTING,1166000.0
3614,Flybridge,Mochi Craft power boats,"Used boat,Diesel",2010,19.63,6.13,GRP,92,Italy , Lazio ,1166000.0
3615,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2008,25.07,5.9,GRP,97,Italy , La Spezia,1166000.0
3616,Trawler,Linssen power boats,"Used boat,Diesel",2017,17.8,5.13,Steel,134,Netherlands , In verkoophaven,1166000.0
3619,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,22.26,5.4,GRP,220,Spain , Mallorca ,1166000.0
3620,Motor Yacht,Heesen Yachts power boats,Used boat,1989,28.2,6.4,Aluminium,228,Spain ," Barcelona, Spain ",1166000.0
3621,Motor Yacht,Cranchi power boats,new boat from stock,2017,17.2,4.85,GRP,98,Netherlands , onbekend,1161230.0
3625,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,18.41,4.72,GRP,101,United Kingdom , Southampton,995000.0
3626,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,25.18,6.19,GRP,84,United Kingdom , Southampton,995000.0
3627,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,18.01,4.72,GRP,65,Turkey , Istanbul,995000.0
3628,Flybridge,Ferretti power boats,"Used boat,Diesel",2005,22.0,5.0,GRP,79,Croatia (Hrvatska) , Dalmatia,1155400.0
3629,Flybridge,Princess power boats,Used boat,2009,22.83,5.71,GRP,60,Latvia ," Riga, (LAT)",1155400.0
3630,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.56,5.39,GRP,34,Montenegro , Kotor,990000.0
3631,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,19.2,5.12,GRP,42,Spain , Mallorca ,990000.0
3633,Motor Yacht,Cranchi power boats,"new boat on order,Diesel",2020,15.82,4.67,PVC,143,France , CÃ´te d'Azur,1149888.0
3634,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.25,5.67,GRP,59,Turkey , Istanbul,1144800.0
3637,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,17.22,4.61,GRP,60,Spain , Sotogrande,975000.0
3639,Flybridge,Sessa power boats,"new boat from stock,Diesel",2020,16.5,4.7,GRP,78,Italy , Toscana ,1129960.0
3640,Flybridge,Cranchi power boats,new boat from stock,2018,15.82,4.67,GRP,149,Netherlands , onbekend,1122852.7
